Respondent,angular/angular.js,asp.net,django,drupal,express,flask,jquery,laravel,other(s):,react.js,ruby on rails,spring,vue.js
84207,,,,,,,,,,,,,
84208,,1.0,,1.0,,,1.0,,,,,,1.0
84209,,,,,,,1.0,,,,,,
84210,1.0,,,,,,,,,,,,
84211,,,,,,,,,,,,,1.0
84212,1.0,,,,,,,,,,,,1.0
84213,1.0,,,1.0,,,1.0,,,,,,
84214,,,,1.0,,,,,,,,,
84215,,1.0,,,,,1.0,,,,,,
84216,,,,,,,,,,,,,
84217,,,,,,,,,,,,,
84218,1.0,,,,1.0,,,,,1.0,,,1.0
84219,,,,,,,,,,,,,
84220,,,1.0,,,,,,,,,,
84221,1.0,,,,,,,,1.0,,,,1.0
84222,,,,,,,,,,,,,
84223,,,1.0,,,,,,,,,,
84224,,,,,1.0,,,,,1.0,1.0,,
84225,,,,,1.0,,,1.0,,,,,
84226,1.0,1.0,,,,,1.0,,,1.0,,,
84227,,,,1.0,,,1.0,,,,,,
84228,,,,,,,,,,,,,
84229,,,,,,,,,1.0,,,1.0,
84230,,,,,,,,,,,,,
84231,,,,,,,,,,,1.0,,
84232,,,,,,,1.0,,,,,,
84233,1.0,,,,,,1.0,,,1.0,,1.0,
84234,,,,,,,1.0,,,1.0,,1.0,
84235,,,,,,,,,,,,,
84236,1.0,,,,,,1.0,1.0,,,,,
84237,,,,,,,,,,,,,
84238,,,,,1.0,,,,,,,,
84239,,,,,,,,,,1.0,,,1.0
84240,,1.0,,,,,,,,,,,
84241,,,,,,,,,,1.0,,1.0,
84242,,,,,1.0,,1.0,,,1.0,,,
84243,,,1.0,,1.0,1.0,,,,1.0,,,1.0
84244,,,,,,,,,,,,,1.0
84245,,,1.0,,,,1.0,,,,,,
84246,,,,,,,,,,,,,
84247,,,,,,1.0,,,,,1.0,,
84248,,,,,,,1.0,,,,1.0,,
84249,,,,,,,1.0,,,,,,
84250,,1.0,,,,,1.0,,,,,,
84251,1.0,,,,1.0,,1.0,,,1.0,,,1.0
84252,1.0,,,,,,,,,,,1.0,
84253,1.0,,,,,,,,,,,,
84254,,,,,,,1.0,,,,,,
84255,,,,,,,1.0,1.0,,1.0,,,1.0
84256,,1.0,,,,,,,,,,1.0,
84257,1.0,,,,,,1.0,,,,,1.0,
84258,1.0,1.0,,,,,1.0,,,,,,
84259,,,,,,,,,,,,,
84260,,1.0,,1.0,,,1.0,,,,1.0,,
84261,1.0,,,,,,,,,,,,
84262,,1.0,,,,,1.0,,,,,,1.0
84263,,,,,,,,,,,,,
84264,1.0,,1.0,,,,,,,,,,
84265,1.0,,,,,,1.0,,,,1.0,,
84266,,,,,1.0,,1.0,1.0,,1.0,1.0,,1.0
84267,,,,,,,,,,1.0,,,
84268,,,,1.0,,,,1.0,,,,,1.0
84269,,,,,,,,,1.0,,,,
84270,1.0,,,,1.0,,1.0,,,,,,1.0
84271,,,,1.0,1.0,,1.0,,,1.0,1.0,,1.0
84272,1.0,1.0,,,,,1.0,1.0,,,,,
84273,,,,,,,,,,,,1.0,1.0
84274,1.0,,,,,,,,,,,,
84275,,,,,,,,,1.0,,1.0,,
84276,,1.0,,,,,,,,,1.0,,
84277,,,,,,,,,,1.0,1.0,,
84278,,,1.0,,1.0,1.0,1.0,,,,,,1.0
84279,,,,,1.0,,1.0,,,1.0,,,
84280,,,1.0,,1.0,1.0,1.0,,,1.0,,,
84281,1.0,,,,,,1.0,,,1.0,,,
84282,1.0,,,,,,1.0,,,1.0,1.0,,
84283,,1.0,,,,,1.0,,,,,,
84284,,,,,,,,,,,,,
84285,1.0,,,,,1.0,,,,,,,
84286,,,,,,,,,,,,,
84287,,,,,,,1.0,,,,,,1.0
84288,,1.0,,,,,,,,,,,
84289,,,,,,,,,,,,,
84290,,,,,,,,,,,,,1.0
84291,,,,,,,,,,,,,
84292,1.0,1.0,,,,,,,,,,,
84293,,1.0,,,,,1.0,,,1.0,,,
84294,,1.0,,,,,1.0,,,,,,1.0
84295,,,,,,,1.0,,,1.0,,,1.0
84296,,1.0,,,,,,,,,,,
84297,,,,,,,,,,,,,
84298,,,,,,,,,,,,,
84300,,1.0,,,,,,,,,,,
84301,,,,,,,,,,,,,
84302,1.0,,,,,,,,,1.0,,1.0,1.0
84303,,,,,1.0,1.0,1.0,,,,,,
84304,,,,,,,1.0,,,,,1.0,
84305,,,1.0,,,,1.0,,,1.0,,,
84306,,1.0,1.0,,,,1.0,,,,,,
84307,,,,,,1.0,,,,,,,
84308,,,,,1.0,,1.0,,,1.0,,,
84309,,,,,,,1.0,,,,,,
84310,,,,,,,1.0,,,,,1.0,
84311,,1.0,,,,,1.0,,,,,,
84312,,,,,,,,,,,,,
84313,,,,,,,,,,1.0,,,
84314,,,,,,,,,,,,,
84315,,,,,,,,,,,,,
84316,,1.0,,,1.0,,1.0,,,,,,
84317,,,,,,,,,,,,,
84318,,,,,,,,,,,,,
84319,1.0,,,,,,1.0,,,,,,
84320,,,,,,,1.0,,,,,,
84321,1.0,,,,1.0,,,,,1.0,,,1.0
84322,1.0,,,,,,,1.0,,,,,
84323,,,,,,,,,,,,,
84324,1.0,,,,1.0,,1.0,,,,,,
84325,1.0,1.0,,,,,1.0,,,,,,
84326,1.0,,,,1.0,,,,,1.0,,,
84327,1.0,,,,1.0,,1.0,,,1.0,,,1.0
84328,,1.0,,1.0,,,1.0,,,,,,
84329,,,,,,,1.0,1.0,,,,,1.0
84330,,,,,1.0,,,,,1.0,,,
84331,1.0,,,,1.0,,,,,,,,
84332,,,,,1.0,,,,,,,,
84333,,,,,,,,,,,,,
84334,,1.0,,,,,1.0,,,1.0,,1.0,1.0
84335,,,,,,,1.0,,,,,,
84336,,,,,,,,,,,,,
84337,,,,,,,,,,,,,
84338,,,,1.0,,,,,,,,,
84339,,,,,,,1.0,1.0,,,,,
84340,1.0,1.0,,,,,,,,,,1.0,
84341,,1.0,,,,,,,,1.0,,,1.0
84342,,,,,,,1.0,1.0,,1.0,,,1.0
84343,,,,,,,1.0,,,,1.0,,
84344,,,,,,,,,,,,,
84345,,,,,,,1.0,1.0,,,,,
84346,,,,,,,1.0,,,1.0,,,
84347,,,1.0,,,,,,,,,,
84348,,,,,,,,,,,,,1.0
84349,,,,,,,,,,,,,
84350,1.0,,,,1.0,,,,,,,,1.0
84351,,1.0,,,,,,,,,,,
84352,,,,,,,,,,,,,
84353,,,,,,,1.0,,,,,,
84354,,,,,,,,,,,,,1.0
84355,,,,,,,,,,,,,
84356,,,,,1.0,,,,,1.0,,1.0,
84357,1.0,,,,,,,1.0,,,,1.0,
84358,,,,,,,1.0,,1.0,,,,
84359,,,,1.0,,,1.0,,,,,,
84360,,,,,1.0,,,,,,,,
84361,,,,,,,1.0,,,,,1.0,
84362,,,,,,,,,,,,,
84363,,,,,,1.0,,,,,,,
84364,,,1.0,,,,,,,,,1.0,
84365,,,,,1.0,,,,,1.0,,,
84366,,1.0,,,,,,,,1.0,,,
84367,,,,,1.0,,,,,1.0,,,
84368,,,,,,,,,,,,,
84369,,1.0,,,,,,,,,,,
84370,,,,,,,,,,,,,
84371,,,,,,,1.0,,,,,,
84372,1.0,,,,1.0,,,,,1.0,,1.0,
84373,,,,,,,,,,,,,
84374,,,,,,,,,,,,1.0,
84375,,,,,,,,,,,,,
84376,,1.0,,,,,1.0,,,1.0,,,
84377,,,,,,,,,,,,,
84378,,,1.0,,,,,,,,,,
84379,1.0,,,,,,1.0,,,,1.0,,1.0
84380,,,,,,,,,,,,,1.0
84381,1.0,,,,,,,,,,,,
84382,1.0,,,,1.0,,,,,,,,
84383,,,,,,,,,,,,,
84384,,,,,,,,,,,,,
84385,,,,,,,,,,,,,
84386,,,,,,,,,,,,,
84387,,,,,,,,,,,,,
84388,,,,,,,1.0,,1.0,1.0,,,
84389,1.0,1.0,,,1.0,,,,,,,,1.0
84390,,,,,,,,,,,,,
84391,,,,,,,,,,,,,
84392,,1.0,,,,,1.0,,,,,,
84393,,,,,,,,,1.0,,,,
84394,1.0,,,,,,1.0,,,,,,1.0
84395,,1.0,,,,,,,,,,,
84396,,1.0,,,,,,,,,,,
84397,1.0,,,,,,,,,1.0,,1.0,
84398,,,,,,,,,,,,,
84399,,,,,,,1.0,,,,1.0,,
84400,,,,,,,1.0,,,,,,
84401,,,,,1.0,,1.0,,,1.0,,,1.0
84402,1.0,1.0,,,1.0,,1.0,,,1.0,,,
84403,1.0,,,,1.0,,1.0,,,1.0,,,
84404,,,1.0,,1.0,,,,,1.0,,,
84405,,,,,,,,,,,,,
84406,,,,,,,,,,1.0,,,
84407,,1.0,,,,,,,,,,,
84408,,,1.0,,,1.0,,,,,,,
84409,1.0,1.0,1.0,,,1.0,1.0,,,1.0,,,
84410,,,,,,,,,,,,,
84411,,,,,,,,,,,,,
84412,,,,,,,,,,,,,
84413,,,,,,,,,,,,1.0,
84414,1.0,,,,,1.0,,,,1.0,,,1.0
84415,,,,,,,,,,,,,
84416,,1.0,,,,,,,,,,,
84417,,,,,,,,,,,,,
84418,,,,,,,,,,,,,
84419,,,,,1.0,,1.0,,,,1.0,,1.0
84420,1.0,,1.0,,1.0,,,,,1.0,,,
84421,,,,,1.0,,,,,,,,
84422,,,1.0,,1.0,,,,,1.0,,,
84423,,,,,,,,,,,,,
84424,,,,,,,,,,,,,
84425,1.0,,,,1.0,,1.0,,,1.0,1.0,1.0,
84426,,1.0,,,,,1.0,,,,,,
84427,,,,1.0,,,,,,,,,
84428,,,,,,,1.0,,,1.0,1.0,,
84429,,,,,,,,,,1.0,1.0,,
84430,,1.0,,,,,1.0,,,,,,
84431,,,1.0,,1.0,,1.0,,,1.0,1.0,,1.0
84432,1.0,1.0,,,,,,,,,,,
84433,,,,,,,,,,,,,
84434,,,,,,,,,,,,,
84435,,,,,,,,,,,,,
84436,,,1.0,,,,,,,,,,
84437,,,,,,,,,,,,,
84438,,1.0,,,,,,,,,,,
84439,,,,,,,,,1.0,1.0,,,
84440,,,,,,,,,,,,,
84441,,,,,,,,,1.0,,,,
84442,,,,,,,,,,,,,
84443,,,,,,,,,,,,,
84444,,1.0,1.0,,1.0,1.0,1.0,,,1.0,,1.0,1.0
84445,,,,,,,,,,,1.0,,
84446,,,,,,,,,,,,,
84447,,,,,,,1.0,,,,,,
84448,1.0,,,,,,,,,,,,1.0
84449,,,,,,,1.0,,,,,1.0,
84450,1.0,1.0,,,,,1.0,,,1.0,,,
84451,,,,,,,,,,,,,
84452,,,,,,,,,,,,,
84453,,,,,,,,,,1.0,1.0,,
84454,1.0,,,,,,1.0,,1.0,,,,1.0
84455,,,,,,,,,1.0,,,,
84456,,,,,,,,,,,,,
84457,1.0,,,,1.0,,,1.0,,,,1.0,
84458,,,1.0,,,,1.0,,1.0,,,1.0,
84459,,,1.0,,,,,,,1.0,,,
84460,,,,,,1.0,1.0,,,,,,
84461,,,,,,,,1.0,,,,,
84462,1.0,,1.0,,,,,,,,1.0,,
84463,1.0,,,,,,1.0,,,,,,
84464,,,,,,,1.0,,,,,,1.0
84465,,,,,,1.0,1.0,,,,,1.0,
84466,,,,,,,,,,,,,
84467,,,1.0,,,1.0,,,,,,,
84468,,,,,,,,,,,,,
84469,1.0,,,1.0,,,1.0,,,,,,
84470,,,,,,,,,,,,,
84471,,,,,,,1.0,,,1.0,,,1.0
84472,,,,,1.0,,1.0,,,1.0,,,
84473,,,,,,1.0,1.0,,,,,1.0,1.0
84474,,,,,,,,,,,,,
84475,,,,,,,,,,,1.0,,
84476,1.0,,1.0,,,,,,1.0,,,,
84477,,,,,,,,,1.0,,,,
84478,,,,,,,,,,1.0,,,
84479,,,,,,,1.0,,,,,,
84480,,1.0,,,,,,,,,,,
84481,,,,,1.0,,,,,1.0,,1.0,
84482,1.0,,,,,,,,,1.0,,,1.0
84483,,,,,,,,,1.0,,,,
84484,,,,,,,,,,,,1.0,
84485,,,1.0,,,1.0,1.0,,,1.0,,,
84486,1.0,1.0,,,,,1.0,,,,,,1.0
84487,,,,,,,,,1.0,1.0,,,
84488,1.0,,,,,,1.0,,,,,,
84489,1.0,,,,1.0,,1.0,,,,,1.0,
84490,,,,,,,,,,,,,
84491,,,,,,,,,,,,,
84492,,1.0,,,,,1.0,,,,,,
84493,,1.0,,,,,,,,,,,
84494,,,,,,,1.0,,1.0,,,,
84495,,,,,,1.0,1.0,,,,,,
84496,,,,,,,,,,,,1.0,
84497,1.0,1.0,,,,,,,,,,,
84498,,,,,,,,,,,,,
84499,1.0,,,,,,,,,,,1.0,
84500,,,,,,,1.0,,,,,,1.0
84501,,,,,,,1.0,,,1.0,,,1.0
84502,,,,,,,1.0,1.0,,1.0,,,1.0
84503,,,,,,,1.0,1.0,,,,,
84504,1.0,,,,,,,,,,,1.0,
84505,,,,,,,,,1.0,1.0,,,
84506,,,,,,,,1.0,,,,,
84507,,,,,,,,,,,,,
84508,,1.0,1.0,,,,1.0,,,,,,
84509,,,,,,,,,,,,1.0,
84510,1.0,,,,1.0,,,,,1.0,,,1.0
84511,,,,,,,,,,,,,
84512,,,,,,,,,,,,,
84513,,,,,,,1.0,1.0,,,,,1.0
84514,,,1.0,,,1.0,,,,,,,1.0
84515,,,,,,,1.0,,,1.0,1.0,,1.0
84516,,,,,1.0,,,,,,,,
84517,,,,,,,1.0,,,,,,
84518,1.0,,,,,,,,,1.0,,1.0,
84519,,1.0,,,,,1.0,,,,,,
84520,,,,,,,,,,1.0,,,
84521,,,,,,1.0,1.0,,,,,,
84522,,1.0,,,,,1.0,,,1.0,,,
84523,,,,,,1.0,,,,,,,
84524,,,1.0,,1.0,,,,,1.0,,,1.0
84525,1.0,1.0,,,,,,,,,,,
84526,,,,,,,1.0,,,1.0,,,1.0
84527,,,,,,,,,,,,,
84528,,,,,,,1.0,1.0,,,,,1.0
84529,,,1.0,,,,,,,,,,
84530,1.0,1.0,,,,,,,,,,,
84531,,,,,,,,,,,,,
84532,,,,,,,,,1.0,,,,
84533,,,,,,,,,,1.0,,,
84534,1.0,,,,,,,,,,,1.0,
84535,1.0,1.0,,,,,,,,,,,
84536,,,,,,,,,,,,,
84537,1.0,,,,,,,,1.0,,,,
84538,,,,,,,,,,,,,
84540,,,,,,,,,,,,,
84541,,,,,1.0,,,,,1.0,,,
84542,,,,,,,,,1.0,,,,
84543,,,,,,,,,,,,,
84544,1.0,1.0,,,,,1.0,,,,,,
84545,,,,,1.0,,1.0,,,1.0,,,1.0
84546,1.0,,,,,,,,,,,,
84547,1.0,,,,,,,,,1.0,,,
84548,,,1.0,,,,,,,,,,
84549,1.0,1.0,,,,,1.0,,,,,,
84550,,,,,,,,,,,,,
84551,,,,,,,,1.0,1.0,1.0,,,
84552,,,,,1.0,,,,1.0,1.0,,,
84553,1.0,1.0,,,,,1.0,,,,,,
84554,,1.0,,,,,,,,,,,
84555,,,,,,,,,,,,,
84556,,,,,,,,,,,,,
84557,,,,,,,1.0,,,,,,
84558,,,,,1.0,,,,,1.0,,,
84559,,,,,,,1.0,,,1.0,,,
84560,,,,,,,,,,,,,
84561,,,,,,,,,,,,,
84562,,,,,,,,,,,,,
84563,,,,,,,,,,,,,
84564,,,,,1.0,,,1.0,,,,,1.0
84565,,1.0,,,,1.0,,,,,,,
84566,,,,,,,,,,,,,
84567,,,,,,,1.0,,,,,,
84568,,,,,,,,,,,,,
84569,,,,,,,,,,,,,
84570,,1.0,,,,,,,,,,1.0,
84571,1.0,,,,1.0,,1.0,1.0,,,,,
84572,,1.0,,,,,,,,1.0,,,
84573,,,,,,,,,,,,1.0,
84574,1.0,,1.0,,,,,,,,,1.0,
84575,,,1.0,,,,1.0,1.0,,,,1.0,
84576,,,,,,,,,,,,,
84577,,,,,,,,,,,,,
84578,1.0,,,,,,,,,1.0,,,1.0
84579,,,,,,,,,,,,,
84580,,,,,,,,,,,,,
84581,,,,,,,,,,,,,
84582,,,,,,,,,,,,1.0,
84583,,,,,,,,,,,,,
84584,,,,,1.0,,,,,,,,
84585,,,,,,,,,,,,,
84586,,,,,,1.0,,,,,,,
84587,,,,,1.0,,,,,,,,
84588,,,,,,,1.0,,,,,,
84589,,,,,,,1.0,,,1.0,,,
84590,,,,,,,,,,,,1.0,
84591,,,,,,,,,,,,,
84592,,,,,,,1.0,,,,,1.0,
84593,,1.0,,,,,1.0,,,,,,
84594,,,,,,,1.0,,,,,,
84595,,,,,,,,,,,,,
84596,,,,,,,,,,1.0,,,
84597,,,,,,,,,1.0,,,,
84598,,,,,,,,,,,,,
84599,,,,,,,,,,,,,
84600,,,,,,,,,,,,,
84601,,1.0,,,,,1.0,,,,,,
84602,,,,,,,1.0,,,,1.0,,
84603,1.0,1.0,,,1.0,,1.0,,,1.0,,,
84604,,1.0,,,1.0,,,,,1.0,,,1.0
84605,1.0,,1.0,,,,1.0,,,,,,1.0
84606,1.0,,,1.0,,,1.0,1.0,,1.0,,,1.0
84607,,,,,,,,,,,,,
84608,,,,,,,,,,,,1.0,
84609,1.0,,,,,,,,,,,1.0,
84610,,,,,,1.0,,,,,,,
84611,,,1.0,,,1.0,,,,,,,
84612,,1.0,,,,,1.0,,,,1.0,1.0,
84613,,,1.0,,1.0,,1.0,,1.0,1.0,,,
84614,,,,,,1.0,,,,,,,
84615,,1.0,,,,,,,,,,,1.0
84616,1.0,1.0,,,,,1.0,,,,,1.0,1.0
84617,1.0,1.0,,,,1.0,1.0,,,,,,
84618,,,,,,,,,,,,,
84619,1.0,,,,,,1.0,1.0,,,,,
84620,,,,,,,1.0,,,,,,
84621,,,,,,,,,,1.0,1.0,,
84622,,1.0,1.0,,1.0,1.0,,,,,,,
84623,,,,,,,1.0,,,,,,
84624,,,,,,,,,,,,,
84625,,,1.0,,,1.0,,,,,,,
84626,,,,,,,,,,1.0,1.0,,
84627,1.0,1.0,,,,,1.0,,,1.0,,,
84628,,1.0,,,,,1.0,,,,,,
84629,,1.0,,,,,1.0,,,,,,
84630,,,,,1.0,,1.0,,,,,,
84631,,,,,,,,,,,,,
84632,1.0,,,,,,,,,,,,
84633,,,,,,,,,,,,,
84634,,,,,1.0,,,,,,,,
84635,,,,,,,1.0,,,,,,
84636,1.0,1.0,1.0,,,,1.0,,,,,1.0,1.0
84637,,,,,,,,,,,,,
84638,,1.0,,,,,1.0,,,,,,
84639,,,,,,,1.0,,,1.0,1.0,,
84640,,,1.0,,,1.0,,,,,,,
84641,,,,,1.0,,1.0,,,1.0,,,
84642,,,,,,,1.0,,,,,,
84643,,,1.0,,,1.0,,,,,,,
84644,,,,1.0,,,,,,,,,
84645,,,,,1.0,,,,,,,,1.0
84646,1.0,,,,,,1.0,,,,,,
84647,,,,,,,1.0,,,,,,
84648,,,1.0,,,,1.0,,,,,,
84649,1.0,1.0,,,,,1.0,,,,,,
84650,,,,,,,,,,,,,
84651,,,1.0,,,1.0,,,,1.0,,,
84652,,,,,,,,,,,,,
84653,1.0,,,,,,,,1.0,,,,
84654,,,,,1.0,,,,,1.0,,,
84655,,,,,,,,,,,,,
84656,,,,,,,,,,,,,
84657,,,,,,,,,1.0,,,,
84658,1.0,1.0,,,,,1.0,,,,,,
84659,,,,,,,,,,,,,
84660,,,,,,,,,,,,,
84661,,,1.0,,,,,,1.0,1.0,1.0,,
84662,,,,,,,,,,,,,
84663,,,,,,,,,,1.0,,,
84664,,,,,,,,,,,,,
84665,1.0,1.0,1.0,,1.0,,,,,1.0,1.0,,
84666,,,,,,,,,,,,1.0,
84667,,,,,1.0,,1.0,,,,,1.0,
84668,,,1.0,,,1.0,,,,,,,
84669,,,,,,,,,,,,,
84670,,1.0,,,,,1.0,,,,,,
84671,,1.0,,,,,,,,,,,
84672,,,,,,1.0,,,,,,,
84673,,,,1.0,,,,,,,,,
84674,,,,,,,,,,1.0,1.0,,
84675,,,,,,,1.0,,,,,,1.0
84676,1.0,,,,,,,,,1.0,1.0,,1.0
84677,,,,,,,,,,,,,
84678,,,,,,,,,,,,,
84679,1.0,1.0,,,,,1.0,,,1.0,,,
84680,,,,,,,,,,,,,
84681,,,,,,1.0,,,,1.0,,,
84682,1.0,,,,,,1.0,,,,,,
84683,,,,,,,,,,,,,
84684,,,,,,,,,,,,,
84685,,,,,,,,,,1.0,,,
84686,,1.0,,,,,,,,,,,
84687,1.0,,,,,,1.0,,,,,,
84688,1.0,1.0,,,,,1.0,,,,,,
84689,,1.0,,,,,1.0,,,,,,
84690,1.0,,1.0,,1.0,,1.0,,,1.0,,,
84691,,,,,,,,,,,,,
84692,,,,,,,,,,,,,
84693,,1.0,1.0,,,,1.0,,,1.0,,,1.0
84694,,,,,,,,,,,,,
84695,,,,,,,,,1.0,,,,
84696,,,,,,,1.0,,1.0,1.0,,,
84697,,,,,,,,,,,,,
84698,,,,,,1.0,1.0,,,,,,
84699,,1.0,,1.0,,1.0,1.0,,,,,,
84700,1.0,,,,,,,,,,,,
84701,,,,,1.0,,,,,1.0,,,
84702,,,,,,,,,,,,,
84703,,,,,,,,,,,,,
84704,1.0,,,,,,1.0,,,,,,
84705,,,,,,,1.0,,,,1.0,,
84706,,,,,,,,,,1.0,1.0,,
84707,,,,,1.0,,,,,,,,1.0
84708,1.0,,,,,,,,,,,1.0,
84709,1.0,1.0,,,,,,,,,,,1.0
84710,,,,,,,,,,,,,
84711,,,,,,,,,,,,1.0,
84712,,,,,,,1.0,,,,1.0,,1.0
84713,,,,,,,,,,,,,
84714,,,,,,,,,,,,,
84715,1.0,,,,1.0,,,,,,,1.0,
84716,,,,,,,,,,,,,
84717,1.0,1.0,,,,,,,,,,,
84718,,1.0,,,,,1.0,,,,,,
84719,,,1.0,,,,,,,,1.0,,
84720,,,,,,,,,,,,,
84721,1.0,1.0,,,,,1.0,,,1.0,,,
84722,1.0,1.0,,,,,1.0,,,,,,
84723,,,,,,,1.0,1.0,,,,,
84724,1.0,,,,,,,,,,,,
84725,1.0,,,,,1.0,1.0,,,,,1.0,
84726,1.0,,,,1.0,,1.0,,,,,,
84727,,1.0,,,,,,,,,,,
84728,,,,,,,,,,,,,1.0
84729,,,,,1.0,,,,,1.0,,1.0,
84730,,,,,1.0,,1.0,,,1.0,,,
84731,,,1.0,,,1.0,1.0,,,1.0,,,
84732,,1.0,,,,,,,,,,,
84733,,,,,,1.0,,,,,,,
84734,,,,,,,,,,,,,
84735,1.0,,,,,,,,,,,1.0,
84736,,,,,,,1.0,,,1.0,1.0,,
84737,,,,,,,1.0,,,,,,
84738,,,1.0,,,,,,,,,,
84739,,,,,,,,,,,,1.0,
84740,,,,,,,,,,,,,
84741,1.0,,,,,,,,,,,1.0,
84742,,,,,,,,,,,,,
84743,,,,,,,,,,,,,
84744,,,,,,,,,,,,1.0,
84745,,,,,,,,,1.0,,,,1.0
84746,,,,,1.0,,1.0,,,1.0,,,
84747,1.0,1.0,,,,,,,,,,,
84748,,,,,,,,1.0,,,,,
84749,,,,,,,,,,,,,
84750,,,,,,1.0,,,,,,,
84751,,,,,1.0,,,,,,,,
84752,,,,,,1.0,,,,,,,
84753,,,,,,,,,,,,,
84754,,,,,,1.0,1.0,,,,,,
84755,,,,,,1.0,,,,,,,1.0
84756,,,,,,,,,,,,,
84757,,,,,,,,,,,,,
84758,,,,,,,,,,1.0,1.0,,
84759,,,,,,,,,,,,,
84760,,,,,,,,,,,,,
84761,,1.0,,,,,1.0,,,,,1.0,
84762,,,1.0,,,,1.0,1.0,,,,,
84763,,,,,,,,,,,,,
84764,,,,,,,,,,,,1.0,
84765,,,,,,,,,,,,,
84766,,1.0,,,,,1.0,,,,,,
84767,,,,,,,,,,,,,
84768,,,,,,,,,,,1.0,,
84769,,,,,,1.0,,,1.0,1.0,,,
84770,1.0,,,,,,,,,1.0,,,
84771,1.0,1.0,,,,,1.0,,,,,,
84772,1.0,1.0,,,,,,,,,,,
84773,,,,,,1.0,1.0,,,,,,
84774,,1.0,,,,,1.0,,,,,,
84775,,,1.0,,,,1.0,,,,,,
84776,,,,,,,,,,1.0,,1.0,1.0
84777,1.0,1.0,,,,,,,,,,,
84778,1.0,,,,,,,,,,,,
84779,,,,,,,,,,,,,
84780,,,,,,,,,,,,,
84781,,,,,,,1.0,,,,,,
84782,,,,,,,,,,,,,
84783,,,,,1.0,,1.0,1.0,,,,,1.0
84784,,,,,,,,,,,,,
84785,1.0,,,,1.0,1.0,,,,1.0,,,
84786,,,,,,,,,,,,,
84787,1.0,1.0,,,,,,,,,,,
84788,1.0,1.0,,,,,,,,,,,
84789,1.0,,,,,,1.0,,,,,1.0,
84790,,,,,,,,,1.0,,,,
84791,,1.0,,,,,,,,,,,
84792,,,1.0,,,,1.0,,,,,,
84793,,,,,,1.0,,,,1.0,,,
84794,,,,,,,,,,,,,
84795,,,,,,,,,,,,,
84796,,,,1.0,,,1.0,,1.0,,,,
84797,1.0,1.0,,,,,,,,,,,
84798,,,,,,,,,,1.0,,1.0,
84799,,,,,,,,,,,,,
84800,,,1.0,,,,1.0,,,1.0,,,1.0
84801,,,,,1.0,,,,,1.0,,,
84802,,1.0,,,,,1.0,,,,,,
84803,,,,,,,,,,,,1.0,
84804,,,,,,,1.0,,1.0,,,1.0,
84805,1.0,,,,,,1.0,,,1.0,1.0,,1.0
84806,,,,,,,,,,,,,
84807,,,,,,,1.0,,,,,,
84808,,,,,,,,,1.0,,,,
84809,1.0,,,,1.0,,,,,1.0,,1.0,
84810,,1.0,,1.0,1.0,,1.0,,,1.0,,,
84811,,,,,,,,,,1.0,,,1.0
84812,1.0,,,,,,1.0,,,1.0,,,
84813,,,,,,,1.0,,,,,1.0,
84814,,,,,,,,,,1.0,,,1.0
84815,,,,,,,1.0,,,,,,
84816,,,1.0,1.0,1.0,,,,,,,,1.0
84817,1.0,,1.0,,,,,,,,,,1.0
84818,,1.0,,,,,,,,1.0,,,
84819,,,,,,,,,,,,,
84820,,,,,1.0,,,,,,,1.0,1.0
84821,,,,,,,,,,,,,
84822,,,,,,,,,,,,,
84823,,,,,,,,,,,,,
84824,1.0,1.0,,,,,,,,,,,
84825,1.0,1.0,,,1.0,,,,1.0,1.0,,1.0,1.0
84826,,,,,1.0,,1.0,,,1.0,,,1.0
84827,,,,,,,1.0,,,,,,
84828,,,,,,,,,,,,,
84829,,,,1.0,,,1.0,,1.0,,,,
84830,1.0,,,,,,,,,,,,
84831,,,,,,,,,,,,,
84832,,,,,,,,,,,,,
84833,,1.0,,,,,,,,,,,
84834,,,,,,,,1.0,,,,,
84835,,,,,,,,,,,,,
84836,1.0,,,,,,1.0,,,1.0,,,
84837,,,,1.0,,,1.0,,,,,,
84838,1.0,,,,,,1.0,,,,,,
84839,,,,,,,,,,,,,
84840,1.0,1.0,,,,,,,,,,,
84841,,1.0,,,,,,,,1.0,,1.0,
84842,,1.0,,,,,,,,,,,
84843,1.0,,1.0,,,,,,,1.0,,,
84844,,,,,,,,,,,,1.0,
84845,,,,,,,,,,,,,
84846,,,1.0,,1.0,,,,,1.0,,,
84847,,,,,,,,,,,,,
84848,,,,,,,,,,,,,
84849,1.0,,,,,,1.0,,,1.0,,,
84850,,,,,,,,,,1.0,,,
84851,1.0,,,,1.0,,,,,,,,
84852,,1.0,,,,,,,,,,,
84853,1.0,,,,,,1.0,,,,,1.0,
84854,,,,,,1.0,,,,,,,
84855,,,,,,,,,,,,,
84856,,1.0,,,,,,,,,,,
84857,,,,,,,1.0,,,,1.0,,
84858,1.0,,1.0,,1.0,,1.0,1.0,,1.0,,,
84859,1.0,,,,1.0,,1.0,,,,1.0,,
84860,1.0,,,,,,,,,,,1.0,
84861,,,1.0,,,,1.0,,,,,,
84862,,,,,,,,,,,,,
84863,,,,,,,,,1.0,,,,
84864,,,,,,,,,,,,,
84865,,,,,,,1.0,1.0,,,,,
84866,1.0,,,,,,1.0,,,,,,
84867,1.0,1.0,,,,,1.0,,,,,,
84868,,,,,,,,,1.0,,,,
